iter	MAE
713	495722.2299
714	495659.955
715	495013.0726
716	494659.1735
717	494116.5088
718	493691.3819
719	493589.2668
720	493392.8136
721	493079.604
722	492237.3528
723	491765.454
724	491378.6535
725	491007.2667
726	489963.4125
727	489496.5429
728	488737.266
729	488445.1895
730	488132.6186
731	487522.3661
732	487207.3899
733	486256.6097
734	485650.9521
735	485207.093
736	484768.8368
737	484599.2293
738	484251.2449
739	483561.8369
740	483252.3555
741	482931.4736
742	482118.8738
743	481847.9292
744	481466.5396
745	480964.7544
746	480726.0669
747	480431.9998
748	480192.401
749	479447.2972
750	478644.0425
751	478539.7275
752	478322.9529
753	478184.5381
754	477709.8964
755	477398.1762
756	476672.1578
757	476117.1231
758	475978.2171
759	475117.6759
760	474580.2494
761	474367.1133
762	473362.6126
763	473164.2255
764	473073.3243
765	472519.4771
766	472144.1864
767	471273.0808
768	471069.033
769	470715.3073
770	470113.7566
771	469751.5315
772	469254.0314
773	468848.7329
774	468639.9295
775	468170.9536
776	467496.0555
777	467224.9599
778	466906.0013
779	466614.3421
780	466520.5646
781	466063.6856
782	465777.1153
783	465277.2946
784	465199.1399
785	464969.8348
786	464807.9291
787	464750.1965
788	464152.6684
789	463944.6902
790	463537.4363
791	462946.8238
792	462645.3847
793	462375.8233
794	461830.5281
795	461334.5775
796	461050.7065
797	460350.1313
798	459972.4794
799	459578.9806
800	458756.6798
801	458300.0723
802	457183.1536
803	457073.862
804	456622.8194
805	456350.7908
806	455689.0514
807	454313.415
808	454058.6809
809	453352.0607
810	452602.3921
811	452316.2749
812	451925.4529
813	451816.7427
814	451220.0748
815	450394.8627
816	449988.9428
817	449728.8126
818	449312.7581
819	449087.3674
820	448900.1598
821	448766.4472
822	448709.5146
823	448301.5467
824	447692.5529
825	447355.8969
826	447264.1051
827	446796.8269
828	446462.2612
829	445660.6617
830	445219.8626
831	444713.6354
832	444652.7193
833	444204.0967
834	444058.3722
835	443657.1802
836	443216.8813
837	442493.3243
838	442309.6821
839	441900.7975
840	441126.4491
841	440560.7011
842	440272.1341
843	439839.5954
844	439653.912
845	439589.2572
846	439451.128
847	438883.1796
848	438239.3779
849	438065.0144
850	437926.9933
851	437440.165
852	437365.9843
853	437220.2937
854	436949.142
855	436193.7809
856	435794.7046
857	435671.8339
858	434854.9817
859	434309.6642
860	434190.1314
861	433992.8295
862	433531.9721
863	433030.5512
864	432906.6934
865	432603.5084
866	432171.0324
867	431882.3357
868	431470.725
869	430860.7359
870	430412.2558
871	430114.7705
872	429805.798
873	428915.9624
874	428805.8491
875	428727.2291
876	427836.8616
877	427726.6109
878	427226.9387
879	426948.7679
880	426392.1225
881	426273.2036
882	425926.1273
883	425784.033
884	425298.9359
885	425038.4548
886	424509.2871
887	424125.3524
888	424000.5422
889	423411.1631
890	422858.0992
891	422593.7468
892	422418.1208
893	421908.1546
894	421095.1354
895	420711.5383
896	420119.7914
897	419793.2303
898	419203.3589
899	418884.703
900	418024.9953
901	417942.1086
902	417714.574
903	417453.8708
904	417154.7349
905	416799.5378
906	416409.2258
907	416383.8832
908	416140.5239
909	415794.6183
910	415486.9825
911	415090.276
912	414971.1046
913	414542.9216
914	414428.2878
915	414310.4522
916	414115.0869
917	413535.5109
918	413378.6324
919	413182.2844
920	412762.6467
921	412483.6227
922	411954.497
923	411706.6232
924	410717.1279
925	410483.0434
926	410077.6661
927	409932.9579
928	409684.3896
929	409187.6938
930	409039.0233
931	408569.1442
932	407910.4414
933	407611.7555
934	407370.7151
935	407123.291
936	406855.9553
937	406809.5902
938	406205.0858
939	405575.7992
940	405492.4105
941	405094.0611
942	404646.5941
943	404373.3105
944	404062.7426
945	403791.7315
946	403400.6898
947	403170.2654
948	402879.2646
949	402560.2713
950	402067.3635
951	401789.4836
952	401494.4454
953	401110.5339
954	401045.9604
955	400781.4713
956	400334.9645
957	400109.4167
958	400049.8799
959	399791.8235
960	399753.2027
961	399501.2651
962	399222.3968
963	398884.6591
964	398743.0432
965	398532.0106
966	398275.086
967	397737.3617
968	397522.5826
969	397385.5935
970	397268.2973
971	397154.7186
972	396439.8964
973	395451.9495
974	395368.4276
975	394646.1946
976	394281.9312
977	393953.927
978	392957.3716
979	392823.2865
980	392686.5775
981	392596.5984
982	392007.5636
983	391964.6147
984	391669.8502
985	391324.5805
986	391143.108
987	390441.3503
988	389978.3581
989	389704.8397
990	389508.7029
991	389195.9245
992	388862.8285
993	388766.718
994	388413.7491
995	388031.4685
996	387869.45
997	386868.7043
998	386765.0931
999	386429.1181
1000	386290.4484
1001	385507.0935
1002	385119.8732
1003	384681.05
1004	384191.3456
1005	383715.9148
1006	383574.4729
1007	383452.966
1008	383047.0915
1009	382442.8038
1010	381896.2765
1011	381825.9081
1012	381567.3421
1013	380847.7343
1014	380434.934
1015	380074.9029
1016	379617.4817
1017	379370.2805
1018	378893.6261
1019	378573.1196
1020	378516.3843
1021	378259.1245
1022	378096.9881
1023	377787.2813
1024	377559.2956
1025	377013.9873
1026	376871.5133
1027	376155.6273
1028	376091.1628
1029	375793.361
1030	375644.4422
1031	375382.993
1032	374651.9508
1033	374478.6494
1034	374379.0672
1035	374149.1924
1036	373670.9089
1037	373479.5891
1038	373382.1979
1039	373332.501
1040	373153.3225
1041	372966.1002
1042	372667.7756
1043	372455.5079
1044	372316.8649
1045	371972.3076
1046	371847.2063
1047	371691.4191
1048	371106.7587
1049	371050.2263
1050	370905.6211
1051	370378.324
1052	370285.8877
1053	370171.7453
1054	369640.2719
1055	368641.6993
1056	368364.8701
1057	368181.156
1058	367837.8021
1059	367477.2329
1060	366940.4858
1061	366610.8424
1062	366409.4463
1063	366147.0995
1064	365977.8746
1065	365492.9833
1066	365233.4352
1067	364908.7444
1068	364412.8912
1069	364354.3786
1070	364147.9165
1071	364020.9871
1072	363936.8906
1073	363624.5307
1074	363086.8245
1075	362999.9028
1076	362825.441
1077	362251.0236
1078	361835.24
1079	361440.6992
1080	360911.6885
1081	360735.6515
1082	360540.2313
1083	360421.9978
1084	360230.8379
1085	360131.88
1086	359759.8629
1087	359428.0172
1088	359289.0148
1089	359161.0069
1090	359056.6852
1091	358773.6377
1092	358750.7743
1093	358670.6603
1094	358567.4771
1095	358386.9826
1096	358211.9048
1097	358147.2819
1098	357922.8856
1099	357782.1098
1100	356841.795
1101	356097.9263
1102	355948.3651
1103	355862.802
1104	355649.5143
1105	355542.4507
1106	355399.1906
1107	354753.2574
1108	354425.4194
1109	354324.3983
1110	353981.8151
1111	353787.3493
1112	353249.8669
1113	353069.6144
1114	352960.4643
1115	352819.3018
1116	352628.1659
1117	352517.0437
1118	352290.7304
1119	351439.5313
1120	351115.7386
1121	350838.938
1122	350358.0597
1123	350314.3741
1124	350217.8106
1125	349886.8161
1126	349752.1708
1127	349540.921
1128	349334.7802
1129	349168.4857
1130	348920.3323
1131	348733.9072
1132	348140.4859
1133	348025.1268
1134	347715.888
1135	347626.465
1136	347565.3905
1137	347237.338
1138	347090.8067
1139	346792.9103
1140	346686.6434
1141	346432.6742
1142	346252.3409
1143	346049.9692
1144	345857.9492
1145	345600.0605
1146	345194.2064
1147	345011.9955
1148	344878.763
1149	344398.0101
1150	344233.1398
1151	344081.3341
1152	343901.8816
1153	343794.2358
1154	343716.4776
1155	343195.0968
1156	343145.4809
1157	342892.0261
1158	342846.5986
1159	341940.3272
1160	341752.0342
1161	341135.0387
1162	340940.8134
1163	340774.5132
1164	340624.6211
1165	340324.2966
1166	340001.3216
1167	339926.11
1168	339377.7339
1169	339166.4148
1170	338897.1982
1171	338320.9042
1172	338178.8902
1173	338066.2391
1174	338040.6353
1175	337922.6977
1176	337609.1521
1177	337599.5174
1178	337334.0649
1179	337104.1505
1180	336559.9568
1181	336132.7988
1182	336082.5259
1183	335947.6588
1184	335525.518
1185	335352.2614
1186	335224.0291
1187	334978.3957
1188	334353.9054
1189	334130.4395
1190	333932.9125
1191	333897.7057
1192	333728.3203
1193	333501.7875
1194	333290.1932
1195	333093.9357
1196	332869.869
1197	332753.0075
1198	332453.065
1199	332256.0811
1200	332211.5127
1201	332036.5963
1202	331428.1264
1203	331223.0753
1204	330687.4265
1205	330576.2649
1206	330298.0898
1207	330186.6156
1208	329907.2526
1209	329859.2996
1210	329786.033
1211	329417.3227
1212	328984.2653
1213	328889.8261
1214	328660.2011
1215	328353.9155
1216	328179.8071
1217	327860.9296
1218	327781.0992
1219	327538.2973
1220	327504.1278
1221	327262.6307
1222	327213.0987
1223	327167.6186
1224	326714.3809
1225	326584.0357
1226	326256.2307
1227	325790.8864
1228	325674.4241
1229	325543.7755
1230	325469.201
1231	325359.6505
1232	325122.1944
1233	324988.4869
1234	324348.9074
1235	324177.339
1236	324146.3819
1237	323905.7643
1238	323740.5911
1239	323575.9486
1240	323565.9892
1241	323482.8035
1242	323442.5176
1243	323268.663
1244	323144.0018
1245	322844.6434
1246	322760.1305
1247	322042.1393
1248	321284.3918
1249	321140.7978
1250	320548.8532
1251	320361.429
1252	320107.3772
1253	319815.069
1254	319179.2572
1255	319051.4455
1256	318871.2298
1257	318705.7191
1258	318406.1496
1259	318201.2061
1260	317768.6273
1261	317286.6671
1262	316792.5392
1263	316528.9816
1264	315945.4063
1265	315731.2822
1266	315343.4162
1267	315199.3329
1268	315068.2385
1269	315009.6204
1270	314745.8124
1271	314684.0906
1272	314556.441
1273	314078.6457
1274	313792.101
1275	313564.4699
1276	313357.663
1277	313075.4654
1278	312986.9343
1279	312793.6316
1280	312590.3253
1281	312157.9828
1282	312119.4204
1283	312013.7938
1284	311821.2169
1285	311302.7144
1286	310807.8979
1287	310599.2922
1288	310536.7576
1289	310123.7444
1290	309945.5786
1291	309719.3494
1292	309445.6073
1293	309274.9936
1294	309018.6239
1295	309004.4822
1296	308821.522
1297	308278.1556
1298	308093.1273
1299	307910.1784
1300	307687.408
1301	307541.6187
1302	307309.1568
1303	307208.073
1304	307179.7174
1305	306832.9756
1306	306492.0778
1307	306424.4923
1308	306250.0424
1309	306113.94
1310	305786.0767
1311	305555.7755
1312	305534.7982
1313	305366.3344
1314	305131.6458
1315	305120.5757
1316	304469.4224
1317	304251.879
1318	304182.9086
1319	303975.0208
1320	303802.6235
1321	303727.4241
1322	303463.3008
1323	303217.4377
1324	303087.2909
1325	302925.4168
1326	302874.6819
1327	302555.7241
1328	302421.6995
1329	301945.5074
1330	301730.4521
1331	301610.6557
1332	301407.2221
1333	301225.8131
1334	300989.7845
1335	300640.1234
1336	300533.6494
1337	299660.0931
1338	299431.6475
1339	299158.672
1340	299064.2764
1341	298772.6261
1342	298640.437
1343	298487.087
1344	298395.2566
1345	298320.638
1346	298086.9827
1347	297894.0095
1348	297873.6431
1349	297731.5234
1350	297695.5243
1351	297627.7931
1352	297587.3263
1353	297572.1296
1354	297528.4827
1355	297468.4225
1356	297367.1318
1357	296958.2267
1358	296571.0934
1359	296344.0564
1360	296314.1729
1361	296006.4488
1362	295910.9231
1363	295808.2794
1364	295528.2514
1365	295448.528
1366	295291.2787
1367	294900.6754
1368	294768.4638
1369	294718.9006
1370	294634.7572
1371	294524.7893
1372	293885.0226
1373	293430.1062
1374	293120.0415
1375	292888.161
1376	292819.3309
1377	292776.4928
1378	292280.7125
1379	291871.9534
1380	291809.4828
1381	291720.3341
1382	291397.9127
1383	291261.6171
1384	291011.7623
1385	290950.3583
1386	290915.3014
1387	290906.429
1388	290792.3833
1389	290453.7124
1390	290340.3729
1391	290273.1694
1392	290156.2209
1393	290000.3912
1394	289848.4957
1395	289794.831
1396	289405.0262
1397	289381.0871
1398	289023.8269
1399	288897.1131
1400	288834.8063
1401	288751.1813
1402	288644.8497
1403	288558.3579
1404	288353.1651
1405	288087.1
1406	288076.1439
1407	287820.9502
1408	287667.6809
1409	287444.0772
1410	287285.3393
1411	287141.9286
1412	286851.941
1413	286553.0842
1414	286517.1076
1415	285976.1594
1416	285879.4427
1417	285758.886
1418	285493.3375
1419	285272.7341
1420	285193.1361
1421	285136.8328
1422	285043.4123
1423	284863.6033
1424	284470.7322
1425	284312.4802
1426	284160.7383
1427	283784.544
1428	283538.3359
1429	283395.7784
1430	283285.2167
1431	283142.5769
1432	282688.5466
1433	282598.3535
1434	282421.4701
1435	282104.6771
1436	282068.3926
1437	281945.4029
1438	281821.1244
1439	281502.1032
1440	281459.7334
1441	281391.6177
1442	281140.5438
1443	280969.8731
1444	280891.1649
1445	280738.1764
1446	280686.4639
1447	280663.616
1448	280565.6183
1449	280540.9243
1450	280462.6474
1451	280378.1172
1452	280277.1196
1453	280059.2473
1454	279968.8716
1455	279891.0959
1456	279820.6254
1457	279726.6449
1458	279419.891
1459	279388.8954
1460	279008.7854
1461	278599.946
1462	278457.1943
1463	278371.1359
1464	278186.418
1465	278114.8758
1466	277918.2981
1467	277785.6922
1468	277534.5471
1469	277398.992
1470	277217.9142
1471	276926.1555
1472	276696.5061
1473	276434.8666
1474	276294.8835
1475	276205.4254
1476	275869.9785
1477	275701.8436
1478	275603.7073
1479	275534.2286
1480	275262.7808
1481	275179.6186
1482	274870.2139
1483	274820.5565
1484	274652.2787
1485	274513.7183
1486	274492.9468
1487	274222.7609
1488	274111.8243
1489	274025.4132
1490	273681.9657
1491	273531.5084
1492	273116.9652
1493	272828.5013
1494	272546.3423
1495	272333.1898
1496	272292.584
1497	272234.8378
1498	272146.5991
1499	272089.5669
